tx_id,sender_id,receiver_id,amount,currency,status,timestamp
9216bc7e53054a60b3491054378115e5,  USR_30079	 ,USR_24869,"4002,68",RUB,PENDING,1777203476
8a31b387c71e4943bb0c49cace8501b9,USR_17678,USR_13224,"1813,37",USDT,NULL,1779386466
a135c9bfb1974a7cb0607cdbc5734f70,USR_15118,USR_40185,"2226,87",EUR,SUCCESS,1776969845
1474440e29a04d47a22031fd7b2e4764,USR_26975,USR_35474,"1294,22",KZT,SUCCESS,1779112154
cf31f95084e148658dd47240960f4f0d,USR_5672,USR_3578,"1143,2",RUB,FAILED,1779372592
42a0b412075d49669cba56a70e8734e0,USR_48409,USR_23740,"72,23",EUR,NULL,1778843807
ead3abff80f14a8690c442c5e6ddbb1b,USR_541,USR_41360,"4625,84",RUB,N/A,
6ea507667592406985b76af37e4898be,USR_2896,USR_15141,"1644,9",USDT,SUCCESS,1779427023
2cce499671d547be9f64afb5a1694457,USR_41423,USR_12210,"1084,72",KZT,NULL,1779149224
a89493dbf86246a4aba4eea00f7d83d7,USR_36244,USR_46847,"4873,06",RUB,PENDING,1778881989
cc2573a0526e49b486622b2ee9a0cd84,USR_31914,USR_46241,"2645,37",USD,N/A,1778049230
b6af1a24c348428bbf09f4d805e08346,USR_36097,USR_40829,"910,06",USD,N/A,1777041799
9f87d7595e144fc695df6b1099a6683d,USR_46243,USR_43005,"2553,39",USD,SUCCESS,1777983662
9b1d39c37be845a398e45ba36436ceed,USR_25977,USR_13878,"828,4",USD,REJECTED,1776950523
05b08d1e67ea457db3e548d6bdce0527,USR_18070,USR_44173,"2237,04",KZT,PENDING,1779429561
fa089dcddda44f4199f0000eb602987e,USR_20296,USR_20808,"3205,43",EUR,SUCCESS,1777245982
14824e5956524a5dbe7aa75201a11953,USR_29110,USR_28380,"4729,33",KZT,SUCCESS,1778107359
21182198c1ef460e9312b239ffb312b3,USR_16504,USR_69,"569,74",RUB,SUCCESS,1778337902
f209e3e9ecc24e7798c88a780cc459b6,USR_48355,USR_16325,"92,28",USD,REJECTED,1777474298
6d658e87858a485da57ab8db4ffd1641,USR_8130,USR_6979,"536,33",KZT,SUCCESS,1777233795
d8a92f5ceaa947829ec2440168ba96e4,USR_10357,USR_14312,"4566,92",RUB,SUCCESS,1777112620
462e06da63d440718141a8fd206c0f05,USR_34368,USR_1998,"934,22",EUR,PENDING,1777745419
34f681043d064e1db895232e1165f336,USR_34393,USR_41409,"1795,52",USD,N/A,1778765257
562e0150608446e0be7f8b19058c2545,USR_22587,USR_21758,"3675,66",RUB,SUCCESS,1778449797
d7d59350c813417db5fc72dc30e73b1e,  USR_49132	 ,USR_39555,"2333,21",KZT,SUCCESS,1777905110
3c0940392f3644f099a11f2df6f4b652,  USR_35728	 ,USR_36162,"1169,87",USD,SUCCESS,1778536808
d8136eda8bc94c4ca38cf38fb234f366,USR_3644,USR_43629,"1575,99",RUB,FAILED,1777574070
c7963a213c204910814d67f13c5e2830,USR_27208,USR_23489,"2294,44",USDT,REJECTED,1777961719
6c09e9d813e9426ebed1149bc1539c8e,USR_28444,USR_20462,"2878,51",USDT,SUCCESS,1777614144
bf45d311de9247dab2308a5cc4385141,USR_8158,USR_1380,"1567,65",USD,SUCCESS,1779491533
64cffa6ba6d844f08a4518d6c9e8c143,USR_42904,USR_21281,"3998,66",USD,FAILED,1778006858
fae3dec31f3343789db4dca228d068f8,USR_45830,USR_35124,"752,26",EUR,N/A,1778257628
b6cc5d12f66040b794d3304680ceec0b,USR_2749,USR_30640,"827,57",USD,,1777891642
1fdde7e44b3c4f05883787bf39f3ea37,USR_25098,USR_41839,"367,01",EUR,SUCCESS,1778878983
2129ee1acb99487fbf496c9001d30699,  USR_21068	 ,USR_32361,"182,73",EUR,SUCCESS,1777906540
3449125067f443389e97d1a00dbc69ad,  USR_8546	 ,USR_22082,"2455,6",EUR,SUCCESS,
cbab47de41da455a9edc6b7f55029fca,USR_31932,USR_2314,"3711,57",RUB,SUCCESS,1777379341
034ea9b63fc34835b13f7b3e5e3e73f0,  USR_25568	 ,USR_39558,"3456,16",RUB,PENDING,1777054986
e52ffaa3d2e646d2af49aea8a0f379f4,USR_418,USR_9012,"3239,63",USD,PENDING,1778119238
587bfd1f788f4c9ba102f1f57248655f,USR_12743,USR_1390,"3524,83",USDT,SUCCESS,1778387948
6a4d4df56e6c4feaad4c6b8973f50745,  USR_35539	 ,USR_17875,"629,76",RUB,FAILED,1779344680
0df99a8eb8c34e42973348e78d9508f1,USR_35751,USR_48072,"4842,12",RUB,,1778706569
172102b063884effbcb0996a0ebb2db9,USR_17560,USR_9873,"2881,37",KZT,PENDING,1777791279
c2989348c93a45639c9060bd6be36263,USR_36129,USR_714,"4404,45",RUB,FAILED,1778181617
7da15c0afa41431db47909692557d071,  USR_8051	 ,USR_13181,"1481,03",EUR,SUCCESS,1777605046
fcb7f1bf144f40f786d67b7736221204,USR_32544,USR_22552,"1433,94",KZT,SUCCESS,
4cd2575f60b94505a2368172f2b6da37,USR_40531,USR_34389,"4500,88",USD,,1777363595
c0929059f4584d44ae7c925340916462,USR_16127,USR_13690,"1389,07",RUB,FAILED,1779174566
4abc66ea8406421fa9a024e1f4cf6c61,USR_21971,USR_43144,"2726,31",RUB,REJECTED,1778877389
4cddcdb2fcb548a5a1b4332fb756a01e,USR_36819,USR_3973,"3977,54",EUR,PENDING,1777694000
6a61d7d06cfb415caeafd7d3f01e4729,USR_9939,USR_39025,"2150,14",EUR,SUCCESS,1778003141
c2944e9c7a9f48129b913ec4e4a2ac7e,  USR_48955	 ,USR_25590,"3601,2",USD,PENDING,1776947768
3f096f12fec746458461850bc4075f0a,  USR_920	 ,USR_17562,"1085,67",USDT,FAILED,1778279054
32a20f6f612b4fa9ba0f54bc52f9c00d,USR_41162,USR_19837,"3075,08",USD,REJECTED,1779115905
6b17f18c5f084fd2886e9fe308a1e158,USR_9673,USR_48262,"3965,41",USD,REJECTED,1777333421
48662b8ced6748158e7c6f72de508d9b,USR_22018,USR_48378,"127,14",RUB,,1778862723
59922d091fe64acfb3ce53b47c88bf95,USR_12237,USR_28844,"566,79",EUR,SUCCESS,1777180243
9a61e89e60b14460b11be03930384517,USR_3651,USR_20490,"2667,9",KZT,,1777092695
60e0d65f50184522926c7038dcb36937,USR_17546,USR_8940,"2042,75",USDT,SUCCESS,1778255091
f248051f7d8e432b843ce65c4a286b2d,USR_10873,USR_16340,"4847,48",EUR,NULL,1778010311
d2e25fd15a4648bba8162de326f07ccc,USR_26889,USR_44623,"271,89",RUB,PENDING,1778073062
e761d52b71894e47926f5e023280b4e9,USR_32888,USR_32429,"4229,49",RUB,NULL,1777734471
7db344a318e1469a8aff75a9257ad70a,USR_20631,USR_34224,"474,93",USD,SUCCESS,1778161994
5b76cdd8afbd4949b51ea4a53b86d926,  USR_47058	 ,USR_25473,"4463,55",KZT,SUCCESS,1779238086
a402cebb6c3c4d4b94cee37b176225bc,USR_22421,USR_32483,"3241,3",EUR,SUCCESS,1777687342
6a77a9c111db421ea4bef6727a1e7a9b,USR_24606,USR_380,"3861,41",USD,SUCCESS,1778596653
2a1121bf19764100975252fbcbdbd37a,USR_19985,USR_715,"3171,19",EUR,NULL,1778926649
6345ee7118a74aacb18b0bf95bf8b24a,USR_35186,USR_20012,"987,82",RUB,FAILED,1778113664
6c034338b0924550af1b888f5384c944,USR_41446,USR_37616,"3992,12",EUR,SUCCESS,1779345537
1b4cca3274f24d29a055aa90bff407ae,USR_16711,USR_41044,"2004,89",KZT,REJECTED,1779073604
04babfdfd67e468ea5dca23209730760,USR_32457,USR_45011,"3171,02",USD,SUCCESS,1777003331
32dce939bc3a42daba6b13abc4214ce2,USR_46993,USR_33781,"4264,9",EUR,PENDING,1778841647
fd06af1c57a94d59811057fbda96d9a7,USR_35387,USR_37593,"3937,91",USDT,,1777453567
e5bbaf5c861a4dd2baf9ed11930611d8,USR_14678,USR_36955,"2144,31",KZT,N/A,
bad922e699b54a789187663d04397cd7,USR_16774,USR_9739,"1667,1",KZT,PENDING,1777929222
06016c0414494059808b9b7f3c688242,  USR_38348	 ,USR_17401,"4095,55",KZT,PENDING,1777854851
cebe197fab8146c88375be0e43671017,USR_16097,USR_4219,"1880,14",EUR,REJECTED,1777008791
295b69cee91c408dbeba6f81fd317b7b,USR_35353,USR_21653,"4995,72",USDT,PENDING,1778797174
45afc40b4daf4b1983b17e5b3c1cb5e0,USR_34622,USR_10612,"203,5",EUR,SUCCESS,1777796667
403aa9cfc51242ffbf27e06710e359bb,USR_689,USR_8636,"4228,91",USDT,REJECTED,1779041549
5c835f48e8ad4ba5959de5ebcdf35898,USR_39757,USR_32073,"1285,07",USDT,PENDING,1778307235
1712f77e1a8546038f916c1c18d2c1a9,USR_2283,USR_24280,"1295,8",KZT,SUCCESS,1778593040
7f050f4dc32e4907a0fe36a2407e7661,  USR_41248	 ,USR_37484,"2460,78",USDT,PENDING,1777610606
58079886e9b14df2995ce5aa8aa2fd0a,USR_22939,USR_25493,"3725,38",KZT,PENDING,1777341954
1c723f7a6cb3449ebc177a75b0786fef,USR_37906,USR_14875,"3098,27",USDT,FAILED,1778211354
62e1f2aea8dd47fa9d60535c2f98a367,USR_38787,USR_16291,"346,63",RUB,SUCCESS,1777914905
88eda9f670524603bc5fe6a8ef600cfc,USR_44431,USR_48723,"3350,11",EUR,N/A,1778656988
b340884e99c54ce7b33aa660d72ce128,USR_49171,USR_13555,"3069,43",RUB,,1778997139
be73c521434b4999aae16a54e26d4014,USR_26203,USR_4598,"4459,45",USD,,1777040934
2c2531947a044c8d9573e87f56b1d032,USR_22048,USR_12414,"1739,18",EUR,REJECTED,1777817311
d7806000b1f24110b65c4c3be1649b13,USR_36581,USR_20810,"3724,37",USDT,NULL,1778690173
0dd4e58580e944b8956aadcc02030347,USR_7584,USR_2556,"1030,73",USD,SUCCESS,1778272913
a76488867c774b8abcede3237d99a91b,USR_47677,USR_33706,"346,29",USDT,REJECTED,1777968848
912f99e553db4e3ba41dc7e0c8618cf9,USR_24630,USR_43180,"3690,27",EUR,NULL,1778434389
63747096212f4ebcb3f4b750ce4b83f9,USR_14708,USR_47246,"758,28",USD,SUCCESS,1776952752
1be777b894794bb8a4a1a8bfede81fcf,USR_49637,USR_47612,"3296,94",KZT,SUCCESS,1777131726
9786b0f61b974b3797ae25f4b54af5e4,USR_32104,USR_30080,"3982,64",KZT,REJECTED,1777577394
046c4673a6194315ab8df57a8109d1b0,USR_47802,USR_42594,"3852,24",EUR,SUCCESS,1779071363
6599ad3a7eaa4feeb4362614c8aac792,USR_49198,USR_41913,"558,53",USDT,REJECTED,1778795114
63c6fd857de14d8aab7021a974f59fad,USR_2092,USR_22498,"2595,88",KZT,SUCCESS,1779504229
7d2a3c1113134c48b374d1d973c4495e,USR_42774,USR_42023,"2655,17",USDT,,1777003190
fd01db206b194a99a316e58a98b708d0,USR_37295,USR_48605,"1108,58",USDT,PENDING,
d1de687b501549919f8df82dfefb7504,USR_48537,USR_16678,"3574,09",EUR,FAILED,1777400942
2443a4e18b0342a7b7a363ff45ef3138,USR_23185,USR_40760,"256,71",USDT,FAILED,1778414260
b182c74c2f714fff84d68acd7efe62b3,USR_23392,USR_14409,"3520,18",USDT,N/A,1777585831
db8fe02f81fb412eaa1e059917d48fb6,USR_30698,USR_32996,"4935,38",RUB,PENDING,1777049817
1b34c30be2184d8fbd5a59cde98c2688,USR_44687,USR_4252,"1043,33",USD,SUCCESS,1778472719
967c74790f8e4cb9b689f8edd09a50d2,USR_5201,USR_17415,"2084,31",KZT,,1779252862
0e1420f4612744e59a0e9c6076483c9e,  USR_37761	 ,USR_26044,"1051,43",EUR,SUCCESS,1778755928
ad4a788a316a427999088eb6676eda3d,USR_11384,USR_38989,"1706,7",KZT,REJECTED,1777652715
5bb606d8b1b444cb982d1b201486e8f8,USR_38527,USR_47745,"3068,99",USD,FAILED,1777194692
f096fca78a5a4360bcf8afd492dd702f,  USR_27708	 ,USR_36848,"3272,27",USDT,PENDING,1779343374
59063e23fa4445e48536ec323034cbab,USR_1622,USR_7378,"4258,2",USDT,PENDING,1778939557
2bf903b37bdc43babb25cab72e05a708,USR_31811,USR_9128,"4184,34",KZT,SUCCESS,1779515860
882d81a34cfa454db3d32e0e05ffad99,USR_30797,USR_47122,"1142,54",KZT,SUCCESS,1778978882
fbb4937bd9294afca8a3e8b8fd3ab79a,USR_31836,USR_36381,"140,87",EUR,FAILED,1778371120
5c07175261f14720a8260fc7c9559942,USR_7071,USR_2825,"3329,44",RUB,FAILED,1777925060
6d90eb5bac284c84ad4dd67d10754250,USR_26498,USR_27068,"281,16",EUR,SUCCESS,1778650790
47ff81f8d1924a71bf857cd5dbc98933,USR_2511,USR_40465,"4101,23",USD,SUCCESS,1779498791
affb9df1720245d687394ab2b5566cd8,USR_30785,USR_2043,"2391,96",KZT,SUCCESS,1778753425
961f1855a30940699abef0d2ed3cf8a2,USR_5594,USR_14607,"4208,89",EUR,,1779388013
2822b75889f84f1e978547f0ef80f0db,USR_43700,USR_28192,"3527,12",KZT,SUCCESS,1777215249
5e540285169f43ecbe0a33c3dc613d50,USR_2974,USR_14238,"47,4",KZT,SUCCESS,1777461953
107c6d2ec295446bb1216e24dfcec0b1,USR_20239,USR_45013,"216,31",RUB,SUCCESS,1778491057
b533555e86674974ad7d5df2d5f7c659,USR_42143,USR_39799,"2145,93",RUB,SUCCESS,1777191131
8ede711d48f649b1abb4a07ed818d6fc,USR_11972,USR_44319,"790,84",KZT,N/A,1777252317
9cc15e2c15964671b5ac37664b55f6de,  USR_27469	 ,USR_7242,"4819,09",RUB,REJECTED,1777829186
4e1f63ba4f1943cd8f8b9f349ac49df2,  USR_8128	 ,USR_9647,"3428,66",USDT,SUCCESS,1777920356
e8af088585d840d8accc5996519f2773,USR_37871,USR_16253,"857,91",RUB,SUCCESS,1779054869
29d5306a0e71455082f9aa9530b0fae6,USR_37187,USR_11066,"3866,42",RUB,SUCCESS,1777628506
b3dfe84d0ab443b4b93e184b27efbba1,USR_14511,USR_27099,"4797,97",RUB,SUCCESS,1777740578
6269667b8e1a48dc8550493e917fbcbd,USR_14277,USR_41003,"2051,53",USDT,REJECTED,1777296274
a488ec1171aa444abb81488c576213a3,USR_44985,USR_35459,"1903,76",USD,SUCCESS,1777913242
e8cddcf1e0004689b02b45e981831d77,  USR_21787	 ,USR_47543,"462,62",EUR,FAILED,1779221876
38675fc8cdd64fd095d75bb8a2f19ee7,USR_39220,USR_36993,"449,14",EUR,SUCCESS,1777027598
b9d55d6b16324081bdae1fa33569046b,USR_34685,USR_5766,"4034,32",USDT,REJECTED,1779253468
e585ad7802f54c03a87292aafa222ff0,USR_29435,USR_7042,"1175,62",USD,REJECTED,1777721979
cab3301a656b4e3bbdac9f0e5d386bab,USR_29232,USR_30412,"4750,11",RUB,SUCCESS,1779120228
e713c3f828ee4a0e955791f471d91aa6,USR_44011,USR_16076,"4087,12",EUR,SUCCESS,1777633882
54375b0d26614c9fb4810bff0c1b1b4c,  USR_17967	 ,USR_5969,"229,3",RUB,,1777357898
473f195da4aa4a5ead54ec17017299fd,USR_48896,USR_47071,"3947,22",KZT,REJECTED,1778654727
88c4ac25509940f8bd8c1efe4095b199,USR_37843,USR_1147,"1217,31",USD,N/A,1778964519
53607cbfcc934c8eb60ac84ca22807f1,USR_929,USR_5327,"2419,78",USD,SUCCESS,1779200660
d3e685790d644710b8e4970782138b28,USR_34522,USR_1646,"845,69",USDT,SUCCESS,1777407000
bf084626b5b84d03950a27178f8aafd8,USR_34587,USR_40981,"2971,44",USD,SUCCESS,1779198431
9a3a74dc2c8945d58204c74983fef031,USR_29147,USR_40247,"4934,16",USDT,,1777903443
4cc5a3d035cc4f46bb5596a2579c8875,USR_41938,USR_3808,"4024,61",USD,SUCCESS,1778969871
ac635a8af63e4394aaee911245c604be,USR_33887,USR_42182,"823,61",USDT,SUCCESS,1778451620
f395ca42218d4ec8b6a4063938fef4e7,USR_35341,USR_36096,"1719,6",USDT,N/A,1778627523
f0b7f066efff4c3b8827297dd854802e,USR_35138,USR_1509,"3009,89",EUR,SUCCESS,1777027036
41241a71038b4e45a598f75d896c3c43,USR_22792,USR_31674,"4879,83",USDT,,1777008347
8235dd888c1a4d498da57cf197f44344,USR_6988,USR_42431,"4225,55",EUR,NULL,1779238133
392cf80ab7ce4309aa87ef98c6d71cdf,USR_13447,USR_21618,"3396,01",USD,PENDING,1777717240
39346061413d440c86ba65d314e25c79,USR_20966,USR_10517,"4980,06",USD,REJECTED,1778406999
ed56b2b8680f480b9b008201ec064265,USR_14905,USR_5808,"4078,29",RUB,REJECTED,1778123107
207b959c0c3044f39fbf8dffcd60562d,USR_10133,USR_6541,"554,39",EUR,SUCCESS,1777378860
b4298ac1983944ee9db151490254e5e8,  USR_46617	 ,USR_38678,"2761,11",KZT,FAILED,1777052129
7552f3a454dd460b849d8c0e64c1df1d,USR_32854,USR_31034,"4689,41",USDT,SUCCESS,1778933504
5f3256e508264b25a08ca253ac3704e1,USR_49150,USR_5704,"3237,9",EUR,PENDING,1777467325
b3a1f6f2ee59443a871100e0f5c0cda1,USR_43820,USR_26507,"742,96",RUB,,1778432807
3d56442c2ba044d092b08a1441a13173,USR_48520,USR_24705,"4683,25",RUB,SUCCESS,1779066259
e82dbf69dd2742e190cee34651904f4f,USR_2991,USR_19808,"4268,79",USD,SUCCESS,1778381079
8219de87f0284db98fe8b012cf382970,USR_47934,USR_18392,"2897,83",EUR,REJECTED,1779390709
e3a3d35416bb4331bf612645fc1527a9,USR_22769,USR_27065,"503,45",KZT,SUCCESS,1778986386
7656b48483a04ddf927420d0eb3d2339,USR_7225,USR_41370,"1230,61",RUB,SUCCESS,1777344491
64cc2e0555c34153870906e750a11362,USR_24938,USR_35485,"1414,48",KZT,SUCCESS,1778490772
f34441d672454accb2d6d557df4fe451,USR_3462,USR_36316,"2771,59",EUR,SUCCESS,1777699685
d7b0a23e72494c5b97159fd76ce87aaa,USR_33695,USR_13056,"1722,87",EUR,FAILED,1779298797
92ee8cdd40b548bbb5f8179b73c038e3,USR_14872,USR_44706,"3453,74",EUR,NULL,1778689525
c4d238be2a924a0eb0587a8cd82c73d0,USR_47379,USR_42676,"3621,04",USD,SUCCESS,1778360500
606d512cecef432da5ba173c0428cc57,USR_7694,USR_40972,"3550,58",KZT,SUCCESS,1778075155
5943a0ca4dd0412f9f24b49884f68dbf,USR_36796,USR_27579,"1936,63",KZT,SUCCESS,1779169056
8130f5ce74514a54af06443acd3e2757,USR_23229,USR_47776,"1946,17",KZT,REJECTED,1777348759
d696e500ebac4ad4ab5bf525a82e8e44,  USR_20343	 ,USR_17014,"4577,86",USDT,SUCCESS,1777594539
b62b052b35fc4dc087e588c86fe09277,USR_17308,USR_15906,"849,56",EUR,PENDING,1778150343
a665dcdac21742d083fab362c95cc2d4,USR_1299,USR_40209,"3738,36",KZT,FAILED,1778335657
1867defa3cd342cdb4400e60ab33ac45,USR_27556,USR_44518,"606,6",USDT,FAILED,
d98b5613140247c8bc721f3730508c4c,USR_23649,USR_147,"1620,01",USD,REJECTED,1778856831
070f71085d834dfbac0447fcfa866d16,USR_12044,USR_42881,"2598,03",RUB,FAILED,1779114626
c24f38e7dec84ed4ae1ebee09f8770b7,USR_25994,USR_18631,"315,9",EUR,REJECTED,1777386797
86a97d4ba01141e5967e2aa3e8159983,  USR_45928	 ,USR_25423,"3097,99",KZT,FAILED,1777333278
fff43c6b45074ceea5d59c79e0eb7601,  USR_13041	 ,USR_28331,"3502,49",USDT,FAILED,1778613130
dbe798871d874acebec2196b44227e71,USR_960,USR_10248,"1244,45",RUB,FAILED,1778960748
b3b426395dd84ed6a636af55bff9270a,USR_14497,USR_18339,"4394,85",RUB,SUCCESS,1778670779
3ddcbf190a664eb299cc28d3b727c94b,  USR_3196	 ,USR_619,"1635,87",USDT,SUCCESS,1779051435
fb44c3397e584d9abdf434e68df7c4eb,  USR_32633	 ,USR_13058,"1583,97",RUB,SUCCESS,1777201602
b657a36348e24cb0b6c8c3d38b7a98ef,USR_12513,USR_36942,"3747,95",USD,SUCCESS,1779471871
77553e44dde24e8daeef6ea67fb2ce54,USR_15606,USR_36834,"4651,5",RUB,NULL,1778730299
24f310b557c94fce8757054b5c1b8d3d,USR_32702,USR_16083,"4535,01",KZT,SUCCESS,
fd059e09dba446989907d9c59a4ffa7a,USR_14386,USR_35829,"987,67",USDT,SUCCESS,1778014017
ae8ce3f6506843ba87db47a8dd54f158,USR_18373,USR_30781,"4130,09",RUB,NULL,1778035642
d64b9767b7e249189b96d403f880340a,USR_16622,USR_40413,"736,84",USDT,SUCCESS,1777825815
bb90328d2b014615bf46bab106772c92,  USR_26527	 ,USR_11630,"4955,78",EUR,FAILED,1778676851
4fc813c9647b4c85bd87edf4e5c1156d,USR_45934,USR_8337,"4222,16",KZT,REJECTED,1779078481
82579a68c5ba477aaf55a555b36df2f9,USR_9593,USR_18019,"3133,34",RUB,SUCCESS,1777551078
0597a0afecba4e85bae76059d4d27dd1,USR_9516,USR_40904,"1830,13",EUR,SUCCESS,1779401829
8c8f768ecd2849a1b047cd70b90f5be9,USR_19955,USR_13720,"594,69",RUB,SUCCESS,
46d666899f01483ca5b76a7c4d2bfb10,USR_22460,USR_24623,"2603,14",KZT,FAILED,1779166536
e5bc575cf1b94b2d80f29b8807acd256,USR_10763,USR_33215,"2027,7",USD,FAILED,1777653714
c15773e18fdc478ebbc14d099031cd6a,USR_12689,USR_6408,"2284,22",RUB,PENDING,1777951168
8a2d48d49e1c4a2fb5b87e308c616eb2,USR_2584,USR_14869,"4687,61",EUR,SUCCESS,1778592363
431ab2d2190443228f1e898ce2c87b45,USR_18484,USR_46868,"977,35",USDT,REJECTED,1777975810
260c58554e884a6db9a5c93b5ea35c28,USR_10302,USR_34592,"688,45",RUB,PENDING,1778195575
0c162fdf5cfb4d6f8d76843c18442b73,USR_28988,USR_41054,"2687,55",USD,FAILED,1779446967
a5634a480bae4fec91b959475b08b4d1,USR_8053,USR_23706,"3280,75",USDT,REJECTED,
d8f6fac722cb4127b891f297f8864ffa,USR_14954,USR_44829,"2371,54",USDT,SUCCESS,1777329486
c9b04707c31445b394334fb21057b18a,USR_48077,USR_40563,"4668,47",KZT,PENDING,1777518233
676f14c33fdf40f0a09fe8a61c791d42,USR_45603,USR_13563,"2276,66",USDT,SUCCESS,1778827932
1c241b6f0ee546a89ee244cd16111009,  USR_35461	 ,USR_41418,"3006,18",USDT,SUCCESS,1778299636
7651a750732840d99cff3ed87f4807cb,USR_49755,USR_45681,"1099,07",RUB,SUCCESS,1777225713
40cde4bb8da540d0a77249054726f28f,USR_42695,USR_37173,"1863,01",RUB,SUCCESS,1778149605
b73f455ffd544b2d9e8de0a0c0ba26db,USR_22185,USR_49441,"4191,67",USDT,NULL,1777233290
12ec5bf3361945a08fa63cff67436c00,USR_175,USR_2309,"876,91",RUB,SUCCESS,1779478123
8126c18ea4dc4817987030d80f6ee466,USR_1264,USR_5940,"4721,73",USDT,FAILED,1777790473
d3d92cec63424ba29f3e4769ada9d107,USR_39335,USR_40186,"2619,2",USD,FAILED,1777123313
38fe8dbcbfd84346a9f980e6f5dd4853,USR_19760,USR_44400,"4575,04",RUB,SUCCESS,1779323775
5c95eb9400dc4ffda102d935de89b324,USR_47677,USR_47513,"1330,48",USDT,FAILED,1777354122
